Aviso,Fecha de aviso,Descripción,Orden,Grupo planif.,Clase de aviso,Status sistema,Fecha de cierre,Ce.emplazam.,Descripción.1,Duración parada
100003447,04/08/2025,daño en lampara de pasillo a cava,60002472.0,Electromecanico,Correctivo,MECE ORAS,13/08/2025,C310,,0.0
100003459,05/08/2025,bascula de repeso,60002428.0,Metrologia,Correctivo,MECE ORAS,06/08/2025,C140,Balanza repeso N°01,0.0
100003460,05/08/2025,,,Frigoristas,Correctivo,ENER MECE,05/08/2025,C270,Controlador cava congelacion N°01,0.0
100003461,05/08/2025,DAÑO ILUMINACION CAMPANA PARRILLA,60002442.0,Electromecanico,Correctivo,MECE ORAS,06/08/2025,C570,Campana extractora,0.0
100003470,05/08/2025,Fachada,60002436.0,Infraestructura,Correctivo,METR ORAS,,C250,,0.0
100003472,05/08/2025,Vidrio de la caja registradora,,Infraestructura,Correctivo,METR,,C320,,0.0
100003481,05/08/2025,PLANCHA,60002564.0,Electromecanico,Correctivo,MECE ORAS,19/08/2025,C150,,0.0
100003485,06/08/2025,POZUELO PROCESOS,60002460.0,Infraestructura,Correctivo,MECE ORAS,08/08/2025,C150,,0.0
100003492,06/08/2025,ESQUINA DE PARED PARTIDA,,Infraestructura,Correctivo,MECE,10/09/2025,C310,,0.0
100003493,06/08/2025,DAÑO EN COLGADERAS DE CORTINAS DE CAVA,,Frigoristas,Correctivo,MECE,13/08/2025,C310,,0.0
100003494,06/08/2025,LAMINA DEL PISO DE CANA DE RECEPCION LEV,,Infraestructura,Correctivo,MEAB,,C310,,0.0
100003495,06/08/2025,FILTRACION DE AGUA LLUVIA EN TECHO DE AP,60002463.0,Infraestructura,Correctivo,MECE ORAS,28/08/2025,C310,,0.0
100003500,06/08/2025,LAVADO DE FACHADA EDIFICIO PV PRADO,,Infraestructura,Correctivo,METR,,A290,,0.0
100003501,06/08/2025,FUGA DE AGUA BAÑO PARILLA,60002456.0,Infraestructura,Correctivo,MECE ORAS,08/09/2025,C460,,0.0
100003502,06/08/2025,DAÑO EN ESTRUCTURA DE LAS ESCALERAS,60003132.0,Infraestructura,Correctivo,MECE ORAS,10/09/2025,C310,,0.0
100003507,06/08/2025,LUCES DE BAÑO PV,60002464.0,Electromecanico,Correctivo,MECE ORAS,11/08/2025,C210,,0.0
100003526,06/08/2025,PUERTA DE VIDRIO ENTRADA PPAL,,Infraestructura,Correctivo,MEAB,,C470,,0.0
100003529,06/08/2025,BAÑO EMPLEADOS MUJERES,,Infraestructura,Correctivo,MEAB,,C470,,0.0
100003531,06/08/2025,PARED ESCALAS SEGUNDO PISO EMPLEADOS,,Infraestructura,Correctivo,MEAB,,C470,,0.0
100003539,07/08/2025,LAVAPLATOS TAPADOS,60002508.0,Infraestructura,Correctivo,MECE ORAS,08/08/2025,C460,,0.0
100003551,07/08/2025,Ventilador condensadores,,Frigoristas,Correctivo,MECE,08/08/2025,C240,Rack de refrigeracion,0.0
100003555,08/08/2025,Polea de sierra desnivelada,60002496.0,Electromecanico,Correctivo,MECE ORAS,11/08/2025,C250,Sierra sin fin,0.0
100003557,08/08/2025,ILUMINACIÓN CUARTO DE INSUMOS,,Electromecanico,Correctivo,MECE,08/08/2025,C460,,0.0
100003561,08/08/2025,Cava  refrigeracion con temperatura alta,60002509.0,Frigoristas,Correctivo,MECE ORAS,13/08/2025,C180,Evaporador cava refrigeracion N°01,4.0
100003567,08/08/2025,ventilador de vitrina malo,60002548.0,Frigoristas,Correctivo,MECE ORAS,11/08/2025,C220,Vitrina refrigeracion N°01,0.0
100003571,08/08/2025,Revision Aire Monitoreo,60002556.0,Frigoristas,Correctivo,MECE ORAS,11/08/2025,A290,Aire acondicionado msplit - casette N°01,3.0
100003572,08/08/2025,Daño tapa baño Sistemas Hombres,60002794.0,Infraestructura,Correctivo,MECE ORAS,03/09/2025,A290,,0.0
100003573,08/08/2025,sanitario hombres parrilla no vacea,60002928.0,Infraestructura,Correctivo,MECE ORAS,28/08/2025,C170,,0.0
100003577,09/08/2025,mantenimiento vitirna,,Frigoristas,Correctivo,MECE,05/09/2025,C330,Vitrina refrigeracion N°01,0.0
100003583,09/08/2025,DAÑO EN LA REJA DE ENTRADA A PARQUEADERO,60003226.0,Infraestructura,Correctivo,MECE ORAS,09/09/2025,C310,,0.0
100003584,09/08/2025,DAÑO EN EL PISO DE LA ENTRADA A PARQUEAD,,Infraestructura,Correctivo,MEAB,,C310,,0.0
100003585,09/08/2025,reparacion de filtros campana parrilla,60002706.0,Electromecanico,Correctivo,METR ORAS,,C330,Campana extractora,0.0
100003586,09/08/2025,cambio de empaques nevera porciparrilla,,Frigoristas,Correctivo,METR,,C330,Nevera vertical refrigeracion N°01,0.0
100003587,09/08/2025,cambio de cortinas cavas cong y refri,,Frigoristas,Correctivo,MECE,05/09/2025,C330,,0.0
100003588,09/08/2025,instalacion de turnero,,Infraestructura,Correctivo,METR,,C330,,0.0
100003589,09/08/2025,cambio de iluminacion de pasillo clietes,,Electromecanico,Correctivo,MECE,13/08/2025,C330,,0.0
100003590,09/08/2025,cambio ojos de wey pergola,,Electromecanico,Correctivo,MECE,13/08/2025,C330,,0.0
100003591,09/08/2025,cambio de bateria sanitaria,,Infraestructura,Correctivo,METR,,C330,,0.0
100003596,09/08/2025,instalacion de rejilla,,Infraestructura,Correctivo,METR,,C330,,0.0
100003597,09/08/2025,Vitrina sin temperatura,,Frigoristas,Correctivo,MECE,13/08/2025,C120,Vitrina refrigeracion N°01,0.0
100003598,09/08/2025,Temperatura alta en vitrina,60002566.0,Frigoristas,Correctivo,MECE ORAS,05/09/2025,C200,Vitrina refrigeracion N°03,0.0
100003599,10/08/2025,VITRINA CONGELACION,60002613.0,Frigoristas,Correctivo,MECE ORAS,13/08/2025,C150,Vitrina congelacion N°03,3.0
100003601,10/08/2025,Cambio de llave posuelo,,Infraestructura,Correctivo,MEAB,,C390,,0.0
100003602,10/08/2025,cambio llave lavamanos clientes parrilla,,Infraestructura,Correctivo,MEAB,,C390,,0.0
100003603,10/08/2025,tubo procesos reventado,,Infraestructura,Correctivo,MEAB,,C390,,0.0
100003604,10/08/2025,Luces de vitrina #1,60002614.0,Frigoristas,Correctivo,MECE ORAS,13/08/2025,C210,Vitrina refrigeracion N°01,0.0
100003623,11/08/2025,Sierra no enciende,60002608.0,Electromecanico,Correctivo,MECE ORAS,14/08/2025,C110,Sierra sin fin,0.0
100003625,11/08/2025,Camara bello,,Electromecanico,Correctivo,MEAB,,C220,CAM PV-BEL-Bascula,0.0
100003639,11/08/2025,Cambios de repuestos - Balanza N°1,60002549.0,Metrologia,Correctivo,MECE ORAS,13/08/2025,C160,Balanza colgante N°01,0.0
100003641,11/08/2025,Cambios de repuestos - Balanza N°3,60002550.0,Metrologia,Correctivo,MECE ORAS,13/08/2025,C160,Balanza colgante N°03,0.0
100003642,11/08/2025,Cambios de repuestos - Balanza N°4,60002551.0,Metrologia,Correctivo,MECE ORAS,13/08/2025,C160,Balanza colgante N°04,0.0
100003643,11/08/2025,Cambios de repuestos - Balanza N°6,60002552.0,Metrologia,Correctivo,MECE ORAS,13/08/2025,C160,Balanza colgante N°06,0.0
100003644,11/08/2025,Cambios de repuestos - Balanza N°8,60002553.0,Metrologia,Correctivo,MECE ORAS,13/08/2025,C160,Balanza colgante N°08,0.0
100003645,11/08/2025,Cambios de repuestos - Balanza N°10,60002554.0,Metrologia,Correctivo,MECE ORAS,13/08/2025,C160,Balanza colgante N°10,0.0
100003666,11/08/2025,Reparación de pisos,60002635.0,Infraestructura,Correctivo,METR ORAS,,A400,,0.0
100003667,11/08/2025,Reparación de baño,60002636.0,Infraestructura,Correctivo,METR ORAS,,A400,,0.0
100003668,12/08/2025,Vitrina de refrigeracion apagada,60002612.0,Frigoristas,Correctivo,MECE ORAS,13/08/2025,C110,Vitrina refrigeracion N°01,0.0
100003670,12/08/2025,mantenimiento cava de refrigerracion,60002615.0,Frigoristas,Correctivo,MECE ORAS,13/08/2025,C160,Evaporador cava congelacion N°01,0.0
100003672,12/08/2025,Arreglo de llave de la poseta,60002714.0,Infraestructura,Correctivo,MECE ORAS,20/08/2025,C160,,0.0
100003673,12/08/2025,Cambio cubo cruz tecnica,60002930.0,Infraestructura,Correctivo,MECE ORAS,28/08/2025,C160,,0.0
100003674,12/08/2025,reparacion balanzas,,Metrologia,Correctivo,MECE,12/08/2025,C160,Balanza colgante N°02,0.0
100003680,12/08/2025,ensaladera no esta enfriando,60002744.0,Frigoristas,Correctivo,MECE ORAS,05/09/2025,C330,Nevera horizontal N°01,0.0
100003684,12/08/2025,Arreglo tajadora,60002575.0,Electromecanico,Correctivo,MECE ORAS,13/08/2025,C150,Tajadora,0.0
100003695,12/08/2025,Cambio de ventilador cava,60002588.0,Frigoristas,Correctivo,MECE ORAS,02/09/2025,C270,Evaporador cava congelacion N°01,0.0
100003697,12/08/2025,oxido en el molino,60002750.0,Electromecanico,Correctivo,MECE ORAS,02/09/2025,C140,Molino,0.0
100003699,12/08/2025,cambio rejilla baño,60002677.0,Infraestructura,Correctivo,METR ORAS,,C140,,0.0
100003702,12/08/2025,cambio empaque de cava,,Frigoristas,Correctivo,MEAB,,C140,,0.0
100003706,12/08/2025,cortinas enrrollables,,Infraestructura,Correctivo,METR,,C140,,0.0
100003709,12/08/2025,cajon de herramientas,,Infraestructura,Correctivo,METR,,C140,,0.0
100003710,12/08/2025,deterioro esquina vitrina,,Frigoristas,Correctivo,MECE,03/09/2025,C140,Vitrina refrigeracion N°02,0.0
100003720,13/08/2025,Molino no prende,60002637.0,Electromecanico,Correctivo,MECE ORAS,14/08/2025,C190,Molino,0.0
100003722,13/08/2025,Pozuelo empleados,,Infraestructura,Correctivo,MEAB,,C240,,0.0
100003728,13/08/2025,Cambio siliconas sala procesos,60002946.0,Infraestructura,Correctivo,METR ORAS,,C240,,0.0
100003730,13/08/2025,Tubería con oxidación,,Infraestructura,Correctivo,MEAB,,C240,,0.0
100003731,13/08/2025,Moho verde vitrinas laterales,,Frigoristas,Correctivo,MECE,05/09/2025,C240,Vitrina refrigeracion N°02,0.0
100003732,13/08/2025,Muros agrietados,60002948.0,Infraestructura,Correctivo,METR ORAS,,C240,,0.0
100003733,13/08/2025,Sellar tomacorrientes y Puerta de parril,,Electromecanico,Correctivo,MECE,27/08/2025,C240,,0.0
100003734,13/08/2025,Puerta parqueadero,60002947.0,Infraestructura,Correctivo,METR ORAS,,C240,,0.0
100003735,13/08/2025,Vitrina congelación,,Frigoristas,Correctivo,MECE,05/09/2025,C240,Vitrina congelacion N°01,0.0
100003737,13/08/2025,Cuarto de maquinas,,Electromecanico,Correctivo,MECE,19/08/2025,C240,,0.0
100003738,13/08/2025,Inodoro empleados,,Infraestructura,Correctivo,MEAB,,C240,,0.0
100003739,13/08/2025,Oxidacion puerta procesos,60002949.0,Infraestructura,Correctivo,METR ORAS,,C240,,0.0
100003740,13/08/2025,Tubo difusor cava congelacion,,Frigoristas,Correctivo,MECE,05/09/2025,C240,Evaporador cava congelacion N°01,0.0
100003745,13/08/2025,Olor a quemado,60002642.0,Frigoristas,Correctivo,MECE ORAS,14/08/2025,C200,Vitrina refrigeracion N°03,5.0
100003747,13/08/2025,temperatura  de cava alta,60002641.0,Frigoristas,Correctivo,MECE ORAS,05/09/2025,C160,Evaporador cava congelacion N°01,0.0
100003762,13/08/2025,Vtrina congelación,60002650.0,Frigoristas,Correctivo,MECE ORAS,09/09/2025,C240,Vitrina congelacion N°01,0.0
100003765,13/08/2025,Ruido en los motores de cavas,60003180.0,Frigoristas,Correctivo,MECE ORAS,05/09/2025,C200,Evaporador cava refrigeracion N°01,0.0
100003769,13/08/2025,Temperatura Cava Congelacion,60002643.0,Frigoristas,Correctivo,MECE ORAS,26/08/2025,C230,Evaporador cava congelacion N°01,0.0
100003770,13/08/2025,lavadora del apartamento mala,,Infraestructura,Correctivo,MECE,14/08/2025,C250,,0.0
100003774,13/08/2025,FRENADO EN SIERRA,60002651.0,Electromecanico,Correctivo,MECE ORAS,15/08/2025,C210,Sierra sin fin,0.0
100003775,13/08/2025,TAPONAMIENTO DESAGUE VITRINA,,Frigoristas,Correctivo,MECE,05/09/2025,C210,Vitrina refrigeracion N°02,0.0
100003779,14/08/2025,Limpieza de ventiladores,60002917.0,Infraestructura,Correctivo,MECE ORAS,27/08/2025,C200,,0.0
100003780,14/08/2025,Basculas 8 No imprime,60002631.0,Metrologia,Correctivo,MECE ORAS,18/08/2025,C230,Balanza colgante N°08,0.0
100003786,14/08/2025,Bascula 9 No imprimen,60002632.0,Metrologia,Correctivo,MECE ORAS,20/08/2025,C230,Balanza colgante N°09,0.0
100003787,14/08/2025,Bascula 11 No imprime,60002633.0,Metrologia,Correctivo,MECE ORAS,19/08/2025,C230,Balanza colgante N°11,0.0
100003788,14/08/2025,ESPEJO BAÑOS PARRILLA,60002676.0,Infraestructura,Correctivo,MECE ORAS,27/08/2025,C310,,0.0
100003797,14/08/2025,VITRINA REFERIGERACION PARRILLA,60003181.0,Frigoristas,Correctivo,MECE ORAS,05/09/2025,C570,Nevera domestica N°01,0.0
100003805,15/08/2025,Bascula master,60002708.0,Metrologia,Correctivo,MECE ORAS,15/08/2025,C210,Balanza colgante N°01,0.0
100003808,15/08/2025,SUCIEZA EN PISOS ENTRADA PARRILLA,60002705.0,Infraestructura,Correctivo,MECE ORAS,27/08/2025,C310,,0.0
100003812,15/08/2025,Bsculas master no lee tecla 8,60002761.0,Metrologia,Correctivo,MECE ORAS,25/08/2025,C190,Balanza colgante N°01,0.0
100003815,15/08/2025,MATERIALES PARA LLAVES SALA PROCESOS,60002752.0,Infraestructura,Correctivo,MECE ORAS,27/08/2025,C400,,0.0
100003820,15/08/2025,MATERIALES ARREGLO LLAVE CUARTO ASEO,60002770.0,Infraestructura,Correctivo,MECE ORAS,27/08/2025,C400,,0.0
100003825,15/08/2025,Cambio de Lamparas,60002743.0,Electromecanico,Correctivo,MECE ORAS,21/08/2025,C220,,0.0
100003830,16/08/2025,Lampara intermitente,60002768.0,Electromecanico,Correctivo,MECE ORAS,08/09/2025,C110,,0.0
100003839,16/08/2025,ventilador de cava de congelacion parado,60002779.0,Frigoristas,Correctivo,MECE ORAS,20/08/2025,C210,Evaporador cava congelacion N°01,0.0
100003840,17/08/2025,pintar bases metalicas de zona lockers,60002929.0,Infraestructura,Correctivo,MECE ORAS,28/08/2025,C170,,0.0
100003841,17/08/2025,Cielo razo desprendiendose sala clientes,60002864.0,Infraestructura,Correctivo,METR ORAS,,C260,,0.0
100003842,17/08/2025,ESTUFA DE PARRILLA SIN PASO DE GAS,,Electromecanico,Correctivo,MECE,19/08/2025,C170,,0.0
100003843,17/08/2025,daño en el capacitor de la cierra,60002772.0,Electromecanico,Correctivo,MECE ORAS,26/08/2025,C300,Sierra sin fin,0.0
100003845,17/08/2025,Bascula repeso con desnivel,,,,,,,,
100003852,18/08/2025,SIERRA ESTA PASANDO CORRIENTE,60002765.0,Electromecanico,Correctivo,MECE ORAS,21/08/2025,C170,Sierra sin fin,0.0
100003854,18/08/2025,cava refrigeracion,60002907.0,Frigoristas,Correctivo,MECE ORAS,05/09/2025,C290,Evaporador cava refrigeracion N°01,0.0
100003855,18/08/2025,cava refrigeracion,60002912.0,Frigoristas,Correctivo,MECE ORAS,05/09/2025,C290,Evaporador cava refrigeracion N°02,0.0
100003856,18/08/2025,Refrigeracion mesa,60002778.0,Frigoristas,Correctivo,MECE ORAS,05/09/2025,C340,Nevera horizontal N°01,0.0
100003860,18/08/2025,SIERRA SIN FIN,60002766.0,Electromecanico,Correctivo,MECE ORAS,21/08/2025,C210,Sierra sin fin,0.0
100003864,19/08/2025,lampara de vitrina de charcuteria,60002757.0,Frigoristas,Correctivo,MECE ORAS,05/09/2025,C220,Vitrina refrigeracion N°01,0.0
100003866,19/08/2025,vitrina1,60002762.0,Frigoristas,Correctivo,MECE ORAS,20/08/2025,C140,Vitrina refrigeracion N°01,0.0
100003867,19/08/2025,vitrina 3,60003089.0,Frigoristas,Correctivo,MECE ORAS,03/09/2025,C140,Vitrina refrigeracion N°03,0.0
100003868,19/08/2025,FREIDORA,60002749.0,Electromecanico,Correctivo,MECE ORAS,26/08/2025,C150,,0.0
100003870,19/08/2025,Puerta sala de procesos sin bisagras,,Infraestructura,Correctivo,METR,,C110,,0.0
100003871,19/08/2025,lampara cava de refrigeracion caida,,Frigoristas,Correctivo,MECE,05/09/2025,C210,,0.0
100003875,19/08/2025,Reparar puerta corrediza ofic directores,60002914.0,Infraestructura,Correctivo,MECE ORAS,27/08/2025,A280,,0.0
100003880,19/08/2025,Olor fuerte vitrina congelacion,60002760.0,Frigoristas,Correctivo,MECE ORAS,20/08/2025,C220,Vitrina congelacion N°01,0.0
100003898,19/08/2025,Pozuelo de parrilla taqueado,60002764.0,Infraestructura,Correctivo,MECE ORAS,20/08/2025,C180,,0.0
100003904,20/08/2025,cava de refrigeracion,60003086.0,Frigoristas,Correctivo,MECE ORAS,05/09/2025,C140,Evaporador cava refrigeracion N°01,0.0
100003905,20/08/2025,Balanza,,Infraestructura,Correctivo,MECE,20/08/2025,C210,,0.0
100003906,20/08/2025,CAVA CONGELACION,60002825.0,Frigoristas,Correctivo,MECE ORAS,22/08/2025,C150,Evaporador cava congelacion N°01,0.0
100003907,20/08/2025,NVR_caldas,,Electromecanico,Correctivo,MEAB,,C140,NVR PV-CAL RACK-16 CH,0.0
100003911,20/08/2025,Malacate no sube completamente,60002881.0,Electromecanico,Correctivo,MECE ORAS,27/08/2025,C170,Malacate,0.0
100003918,20/08/2025,BASCULA DE PISO MAL EQUILIBRADA,60002934.0,Metrologia,Correctivo,MECE ORAS,02/09/2025,C300,Bascula plataforma,0.0
100003925,20/08/2025,Puerta de nevera averiada,60003182.0,Frigoristas,Correctivo,MECE ORAS,05/09/2025,C120,Nevera domestica N°01,0.0
100003928,20/08/2025,ventilador de cava de congelacion parado,60002880.0,Frigoristas,Correctivo,MECE ORAS,05/09/2025,C210,Evaporador cava refrigeracion N°01,0.0
100003929,20/08/2025,CERRADURA DE PUERTA DE ENTRADA DAÑADA,,Infraestructura,Correctivo,MEAB,,C270,,0.0
100003931,21/08/2025,sierra con rodamientos dañados,60002827.0,Electromecanico,Correctivo,MECE ORAS,26/08/2025,C290,Sierra sin fin,0.0
100003944,21/08/2025,ARREGLO CONTROL CAVA CONGELACION,60002824.0,Frigoristas,Correctivo,MECE ORAS,26/08/2025,C340,Controlador cava congelacion N°01,0.0
100003956,21/08/2025,sierra sin fin,60002828.0,Electromecanico,Correctivo,MECE ORAS,26/08/2025,C140,Sierra sin fin,0.0
100003982,22/08/2025,NO ENCIENDE CAVA DE CONGELACION,,Frigoristas,Correctivo,MECE,05/09/2025,C300,Evaporador cava congelacion N°01,0.0
100003990,22/08/2025,CHAPA PUERTA PRINCIPAL AVERIADA,60002829.0,Infraestructura,Correctivo,MECE ORAS,22/08/2025,C340,,0.0
100003993,22/08/2025,Vitrina apagada,60003177.0,Frigoristas,Correctivo,MECE ORAS,05/09/2025,C120,Vitrina refrigeracion N°02,0.0
100003994,22/08/2025,RETIRO LAVA MANOS SALA PRIMEROS AUX GTH,60002909.0,Infraestructura,Correctivo,MECE ORAS,09/09/2025,A300,,0.0
100003995,22/08/2025,AJUSTE DE BARANDA ESCALERA EDIFICIO ADM,60002846.0,Infraestructura,Correctivo,MECE ORAS,03/09/2025,A290,,0.0
100003996,22/08/2025,REPARACION TECHO OFICINA SST,60002891.0,Infraestructura,Correctivo,METR ORAS,,A300,,0.0
100003997,22/08/2025,Dotación_Almacen 2 -Porciparrilla,,Electromecanico,Correctivo,MEAB,,A330,CAM PAR-PARA Dotación_Almacen #2,0.0
100003998,22/08/2025,Dorada_Mostrador 2-PV La dorada,,Electromecanico,Correctivo,MEAB,,C330,CAM PV-LDOR_Mostrador 2,0.0
100003999,22/08/2025,Castellana - Zona proceso interno.,,Electromecanico,Correctivo,MEAB,,C170,CAM PV-LCAS_Zona Proceso interna,0.0
100004003,23/08/2025,bascula colgante,60002851.0,Metrologia,Correctivo,MECE ORAS,25/08/2025,C140,Balanza colgante N°02,0.0
100004004,23/08/2025,FUGA DE LAVA MANOS AUDITORIO,60002884.0,Infraestructura,Correctivo,MECE ORAS,27/08/2025,A400,,0.0
100004029,23/08/2025,cerradura puerta principal de ingreso,60002939.0,Infraestructura,Correctivo,METR ORAS,,C300,,0.0
100004034,23/08/2025,ACOPLES MANGUERA,,Infraestructura,Correctivo,MECE,26/08/2025,C210,,0.0
100004037,23/08/2025,cambio de gato puerta 3,,Infraestructura,Correctivo,MEAB,,C300,,0.0
100004048,23/08/2025,ACOPLES MANGUERAS,60002860.0,Infraestructura,Correctivo,MECE ORAS,26/08/2025,C210,,0.0
100004049,23/08/2025,Bascula repeso con desnivel,,,,,,,,
100004050,24/08/2025,llave de poceta primer piso con fuga,60002877.0,Infraestructura,Correctivo,MECE ORAS,26/08/2025,C170,,0.0
100004051,24/08/2025,cava de refrigeracion con mucho hielo,60003183.0,Frigoristas,Correctivo,MECE ORAS,05/09/2025,C170,Evaporador cava refrigeracion N°01,0.0
100004056,25/08/2025,POZUELO SALA DE PROCESOS,60002865.0,Infraestructura,Correctivo,MECE ORAS,26/08/2025,C150,,0.0
100004057,25/08/2025,SOPORTE DE BOLSAS,60002863.0,Infraestructura,Correctivo,MECE ORAS,26/08/2025,C150,,0.0
100004061,25/08/2025,Daño de vitrina,,Frigoristas,Correctivo,MECE,05/09/2025,C300,Vitrina congelacion N°01,0.0
100004062,25/08/2025,Pulir punto ecologico PV PLAZA FLOREZ,60002862.0,Infraestructura,Correctivo,MECE ORAS,25/08/2025,C180,,0.0
100004065,25/08/2025,vitrinas,,Frigoristas,Correctivo,MECE,05/09/2025,C320,Vitrina refrigeracion N°02,0.0
100004066,25/08/2025,Manguera de parrilla con fuga,60002878.0,Electromecanico,Correctivo,MECE ORAS,27/08/2025,C120,,0.0
100004068,25/08/2025,DAÑO DISPENSADORES DE JABON,60002861.0,Infraestructura,Correctivo,MECE ORAS,26/08/2025,C310,,0.0
100004069,25/08/2025,AMBIO DE CABLE UTP BASCULA 1,60002870.0,Metrologia,Correctivo,MECE ORAS,26/08/2025,C210,Bascula plataforma,0.0
100004070,25/08/2025,CAMBIO DE CABLE UTP BASCULA 2,60002871.0,Metrologia,Correctivo,MECE ORAS,26/08/2025,C210,Bascula plataforma,0.0
100004071,25/08/2025,estufa no enciende los quemadores,,Electromecanico,Correctivo,MECE,27/08/2025,C570,Electrodomesticos menores,0.0
100004075,25/08/2025,CAMBIO DE CABLE UTP BASCULA 3,60002872.0,Metrologia,Correctivo,MECE ORAS,26/08/2025,C210,Bascula plataforma,0.0
100004076,25/08/2025,CAMBIO DE CABLE UTP BASCULA 4,60002873.0,Metrologia,Correctivo,MECE ORAS,26/08/2025,C210,Bascula plataforma,0.0
100004077,25/08/2025,MANTENIMINETO RODAMIENTO SIERRA,,Electromecanico,Correctivo,MECE,26/08/2025,C310,Sierra sin fin,0.0
100004078,25/08/2025,CAMBIO DE CABLE UTP BASCULA 5,60002874.0,Metrologia,Correctivo,MECE ORAS,26/08/2025,C210,Bascula plataforma,0.0
100004085,25/08/2025,CORTO VITRINA CONGELACION,60002898.0,Frigoristas,Correctivo,MECE ORAS,05/09/2025,C170,Vitrina congelacion N°01,0.0
100004120,26/08/2025,Mantenimiento Compresor Lubricenter,60003017.0,Electromecanico,Correctivo,METR ORAS,,A400,,0.0
100004122,26/08/2025,Sierra fuerra de servicio,60002957.0,Electromecanico,Correctivo,MECE ORAS,01/09/2025,C340,Motor sierra,0.0
100004143,26/08/2025,RUIDO REJILLA BAÑO HOMBRES,,Electromecanico,Correctivo,MEAB,,C460,,0.0
100004156,27/08/2025,Arreglo cava refrigeracion,60003184.0,Frigoristas,Correctivo,MECE ORAS,05/09/2025,C380,Evaporador cava refrigeracion N°01,0.0
100004157,27/08/2025,Sierra tiene un Ruido feo y una vibracio,60002915.0,Electromecanico,Correctivo,MECE ORAS,29/08/2025,C190,Sierra sin fin,0.0
100004166,27/08/2025,AVERIA NEVERA SERVICARROS,60002910.0,Frigoristas,Correctivo,MECE ORAS,28/08/2025,A400,Nevera vertical refrigeracion N°01,0.0
100004170,27/08/2025,Rejas punto de venta,,Infraestructura,Correctivo,METR,,C230,,0.0
100004173,27/08/2025,Molino,,Electromecanico,Correctivo,MECE,29/08/2025,C240,Molino,0.0
100004174,27/08/2025,Revision vidrios laterales vitrinas,,Frigoristas,Correctivo,METR,,C230,Vitrina refrigeracion N°01,0.0
100004185,27/08/2025,POLEA O RUEDA SUPERIOR DE SIERRA MALA,,Electromecanico,Correctivo,MECE,29/08/2025,C170,Sierra sin fin,0.0
100004203,28/08/2025,FUSIL AIRE PV,,Frigoristas,Correctivo,MECE,08/09/2025,C320,Aire acondicionado central,0.0
100004207,28/08/2025,Daño en baño de gestion documental ofici,,Infraestructura,Correctivo,MEAB,,A330,,0.0
100004209,28/08/2025,TEMPERATURA ALTA VITRINA REFRIGERACION,60003185.0,Frigoristas,Correctivo,MECE ORAS,05/09/2025,C220,Vitrina refrigeracion N°02,0.0
100004213,28/08/2025,cerradura dañada,60003058.0,Infraestructura,Correctivo,METR ORAS,,A190,,0.0
100004214,28/08/2025,cambio de tuberia procesos,60003062.0,Infraestructura,Correctivo,MECE ORAS,09/09/2025,C290,,0.0
100004215,28/08/2025,COMPRA DE CANDADO CAJA CONTADOR ENERGIA,,Electromecanico,Correctivo,MECE,29/08/2025,C400,,0.0
100004217,28/08/2025,Lavamanos Empleados,,Infraestructura,Correctivo,MEAB,,C240,,0.0
100004220,28/08/2025,acrilico cruz tecnica,,Infraestructura,Correctivo,MECE,30/08/2025,C100,,0.0
100004221,28/08/2025,ventilador de vitrina cable conector,60003202.0,Frigoristas,Correctivo,METR ORAS,,C100,Vitrina refrigeracion N°03,0.0
100004222,28/08/2025,polea de sierra sin fin,60003013.0,Electromecanico,Correctivo,MECE ORAS,01/09/2025,C100,Sierra sin fin,0.0
100004223,28/08/2025,baldosin,,Infraestructura,Correctivo,METR,,C100,,0.0
100004224,28/08/2025,Obstruccion de tuberia sanitaria,60002940.0,Infraestructura,Correctivo,MECE ORAS,09/09/2025,A280,,0.0
100004227,28/08/2025,Cajon de Herramientas con Oxidacion,,Infraestructura,Correctivo,MEAB,,C110,,0.0
100004228,28/08/2025,Ojos de buey apagados,60002950.0,Electromecanico,Correctivo,MECE ORAS,08/09/2025,C110,,0.0
100004230,30/07/2025,Prestamo personal obra turbaco,60002945.0,Electromecanico,Correctivo,MECE ORAS,01/09/2025,A400,,0.0
100004240,29/08/2025,Bascula no enciende,60002952.0,Metrologia,Correctivo,MECE ORAS,29/08/2025,C120,Balanza colgante N°05,0.0
100004247,29/08/2025,Prestamo personal obra Mayorista,60002955.0,Infraestructura,Correctivo,METR ORAS,,C440,,0.0
100004249,29/08/2025,reparacion con soldadura para silla pv,,Infraestructura,Correctivo,MEAB,,C300,,0.0
100004250,29/08/2025,pueta de la cierra sele daño el pin,60003014.0,Electromecanico,Correctivo,MECE ORAS,02/09/2025,C300,Sierra sin fin,0.0
100004251,29/08/2025,mantenimiento cortinas enrollables pv,,Infraestructura,Correctivo,MEAB,,C300,,0.0
100004257,29/08/2025,FILTROS DE CAMPANA,,Electromecanico,Correctivo,MEAB,,C460,Campana extractora,0.0
100004267,29/08/2025,DAÑO EN VITRINA #1,60003269.0,Frigoristas,Correctivo,METR ORAS,,C310,Vitrina congelacion N°02,0.0
100004273,30/08/2025,bombilla de sala proceso,60003015.0,Electromecanico,Correctivo,MECE ORAS,02/09/2025,C140,,0.0
100004282,30/08/2025,Revision Electrica,60002987.0,Electromecanico,Correctivo,MECE ORAS,01/09/2025,C240,,0.0
